k,d,extra,n,trial,pass_det,pass_prob
2,3,1,1024,128,1,1
2,3,1,1024,129,1,1
2,3,1,1024,130,1,1
2,3,1,1024,131,1,1
2,3,1,1024,132,1,1
2,3,1,1024,133,1,1
2,3,1,1024,134,1,1
2,3,1,1024,135,1,1
2,3,1,1024,136,1,1
2,3,1,1024,137,1,1
2,3,1,1024,138,1,1
2,3,1,1024,139,1,1
2,3,1,1024,140,1,1
2,3,1,1024,141,1,1
2,3,1,1024,142,1,1
2,3,1,1024,143,1,1
2,3,1,1024,144,1,1
2,3,1,1024,145,1,1
2,3,1,1024,146,1,1
2,3,1,1024,147,1,1
2,3,1,1024,148,1,1
2,3,1,1024,149,1,1
2,3,1,1024,150,1,1
2,3,1,1024,151,1,1
2,3,1,1024,152,1,1
2,3,1,1024,153,1,1
2,3,1,1024,154,1,1
2,3,1,1024,155,1,1
2,3,1,1024,156,1,1
2,3,1,1024,157,1,1
2,3,1,1024,158,1,1
2,3,1,1024,159,1,1
2,3,1,1024,160,1,1
2,3,1,1024,161,1,1
2,3,1,1024,162,1,1
2,3,1,1024,163,1,1
2,3,1,1024,164,1,1
2,3,1,1024,165,1,1
2,3,1,1024,166,1,1
2,3,1,1024,167,1,1
2,3,1,1024,168,1,1
2,3,1,1024,169,1,1
2,3,1,1024,170,1,1
2,3,1,1024,171,1,1
2,3,1,1024,172,1,1
2,3,1,1024,173,1,1
2,3,1,1024,174,1,1
2,3,1,1024,175,1,1
2,3,1,1024,176,1,1
2,3,1,1024,177,1,1
2,3,1,1024,178,1,1
2,3,1,1024,179,1,1
2,3,1,1024,180,1,1
2,3,1,1024,181,1,1
2,3,1,1024,182,1,1
2,3,1,1024,183,1,1
2,3,1,1024,184,1,1
2,3,1,1024,185,1,1
2,3,1,1024,186,1,1
2,3,1,1024,187,1,1
2,3,1,1024,188,1,1
2,3,1,1024,189,1,1
2,3,1,1024,190,1,1
2,3,1,1024,191,1,1
2,3,1,1024,192,1,1
2,3,1,1024,193,1,1
2,3,1,1024,194,1,1
2,3,1,1024,195,1,1
2,3,1,1024,196,1,1
2,3,1,1024,197,1,1
2,3,1,1024,198,1,1
2,3,1,1024,199,1,1
2,3,1,2048,0,1,1
2,3,1,2048,1,1,1
2,3,1,2048,2,1,1
2,3,1,2048,3,1,1
2,3,1,2048,4,1,1
2,3,1,2048,5,1,1
2,3,1,2048,6,1,1
2,3,1,2048,7,1,1
2,3,1,2048,8,1,1
2,3,1,2048,9,1,1
2,3,1,2048,10,1,1
2,3,1,2048,11,1,1
2,3,1,2048,12,1,1
2,3,1,2048,13,1,1
2,3,1,2048,14,1,1
2,3,1,2048,15,1,1
2,3,1,2048,16,1,1
2,3,1,2048,17,1,1
2,3,1,2048,18,1,1
2,3,1,2048,19,1,1
2,3,1,2048,20,1,1
2,3,1,2048,21,1,1
2,3,1,2048,22,1,1
2,3,1,2048,23,1,1
2,3,1,2048,24,1,1
2,3,1,2048,25,1,1
2,3,1,2048,26,1,1
2,3,1,2048,27,1,1
2,3,1,2048,28,1,1
2,3,1,2048,29,1,1
2,3,1,2048,30,1,1
2,3,1,2048,31,1,1
2,3,1,2048,32,1,1
2,3,1,2048,33,1,1
2,3,1,2048,34,1,1
2,3,1,2048,35,1,1
2,3,1,2048,36,1,1
2,3,1,2048,37,1,1
2,3,1,2048,38,1,1
2,3,1,2048,39,1,1
2,3,1,2048,40,1,1
2,3,1,2048,41,1,1
2,3,1,2048,42,1,1
2,3,1,2048,43,1,1
2,3,1,2048,44,1,1
2,3,1,2048,45,1,1
2,3,1,2048,46,1,1
2,3,1,2048,47,1,1
2,3,1,2048,48,1,1
2,3,1,2048,49,1,1
2,3,1,2048,50,1,1
2,3,1,2048,51,1,1
2,3,1,2048,52,1,1
2,3,1,2048,53,1,1
2,3,1,2048,54,1,1
2,3,1,2048,55,1,1
2,3,1,2048,56,1,1
2,3,1,2048,57,1,1
2,3,1,2048,58,1,1
2,3,1,2048,59,1,1
2,3,1,2048,60,1,1
2,3,1,2048,61,1,1
2,3,1,2048,62,1,1
2,3,1,2048,63,1,1
2,3,1,2048,64,1,1
2,3,1,2048,65,1,1
2,3,1,2048,66,1,1
2,3,1,2048,67,1,1
2,3,1,2048,68,1,1
2,3,1,2048,69,1,1
2,3,1,2048,70,1,1
2,3,1,2048,71,1,1
2,3,1,2048,72,1,1
2,3,1,2048,73,1,1
2,3,1,2048,74,1,1
2,3,1,2048,75,1,1
2,3,1,2048,76,1,1
2,3,1,2048,77,1,1
2,3,1,2048,78,1,1
2,3,1,2048,79,1,1
2,3,1,2048,80,1,1
2,3,1,2048,81,1,1
2,3,1,2048,82,1,1
2,3,1,2048,83,1,1
2,3,1,2048,84,1,1
2,3,1,2048,85,1,1
2,3,1,2048,86,1,1
2,3,1,2048,87,1,1
2,3,1,2048,88,1,1
2,3,1,2048,89,1,1
2,3,1,2048,90,1,1
2,3,1,2048,91,1,1
2,3,1,2048,92,1,1
2,3,1,2048,93,1,1
2,3,1,2048,94,1,1
2,3,1,2048,95,1,1
2,3,1,2048,96,1,1
2,3,1,2048,97,1,1
2,3,1,2048,98,1,1
2,3,1,2048,99,1,1
2,3,1,2048,100,1,1
2,3,1,2048,101,1,1
2,3,1,2048,102,1,1
2,3,1,2048,103,1,1
2,3,1,2048,104,1,1
2,3,1,2048,105,1,1
2,3,1,2048,106,1,1
2,3,1,2048,107,1,1
2,3,1,2048,108,1,1
2,3,1,2048,109,1,1
2,3,1,2048,110,1,1
2,3,1,2048,111,1,1
2,3,1,2048,112,1,1
2,3,1,2048,113,1,1
2,3,1,2048,114,1,1
2,3,1,2048,115,1,1
2,3,1,2048,116,1,1
2,3,1,2048,117,1,1
2,3,1,2048,118,1,1
2,3,1,2048,119,1,1
2,3,1,2048,120,1,1
2,3,1,2048,121,1,1
2,3,1,2048,122,1,1
2,3,1,2048,123,1,1
2,3,1,2048,124,1,1
2,3,1,2048,125,1,1
2,3,1,2048,126,1,1
2,3,1,2048,127,1,1
2,3,1,2048,128,1,1
2,3,1,2048,129,1,1
2,3,1,2048,130,1,1
2,3,1,2048,131,1,1
2,3,1,2048,132,1,1
2,3,1,2048,133,1,1
2,3,1,2048,134,1,1
2,3,1,2048,135,1,1
2,3,1,2048,136,1,1
2,3,1,2048,137,1,1
2,3,1,2048,138,1,1
2,3,1,2048,139,1,1
2,3,1,2048,140,1,1
2,3,1,2048,141,1,1
2,3,1,2048,142,1,1
2,3,1,2048,143,1,1
2,3,1,2048,144,1,1
2,3,1,2048,145,1,1
2,3,1,2048,146,1,1
2,3,1,2048,147,1,1
2,3,1,2048,148,1,1
2,3,1,2048,149,1,1
2,3,1,2048,150,1,1
2,3,1,2048,151,1,1
2,3,1,2048,152,1,1
2,3,1,2048,153,1,1
2,3,1,2048,154,1,1
2,3,1,2048,155,1,1
2,3,1,2048,156,1,1
2,3,1,2048,157,1,1
2,3,1,2048,158,1,1
2,3,1,2048,159,1,1
2,3,1,2048,160,1,1
2,3,1,2048,161,1,1
2,3,1,2048,162,1,1
2,3,1,2048,163,1,1
2,3,1,2048,164,1,1
2,3,1,2048,165,1,1
2,3,1,2048,166,1,1
2,3,1,2048,167,1,1
2,3,1,2048,168,1,1
2,3,1,2048,169,1,1
2,3,1,2048,170,1,1
2,3,1,2048,171,1,1
2,3,1,2048,172,1,1
2,3,1,2048,173,1,1
2,3,1,2048,174,1,1
2,3,1,2048,175,1,1
2,3,1,2048,176,1,1
2,3,1,2048,177,1,1
2,3,1,2048,178,1,1
2,3,1,2048,179,1,1
2,3,1,2048,180,1,1
2,3,1,2048,181,1,1
2,3,1,2048,182,1,1
2,3,1,2048,183,1,1
2,3,1,2048,184,1,1
2,3,1,2048,185,1,1
2,3,1,2048,186,1,1
2,3,1,2048,187,1,1
2,3,1,2048,188,1,1
2,3,1,2048,189,1,1
2,3,1,2048,190,1,1
2,3,1,2048,191,1,1
2,3,1,2048,192,1,1
2,3,1,2048,193,1,1
2,3,1,2048,194,1,1
2,3,1,2048,195,1,1
2,3,1,2048,196,1,1
2,3,1,2048,197,1,1
2,3,1,2048,198,1,1
2,3,1,2048,199,1,1
2,3,1,4096,0,1,1
2,3,1,4096,1,1,1
2,3,1,4096,2,1,1
2,3,1,4096,3,1,1
2,3,1,4096,4,1,1
2,3,1,4096,5,1,1
2,3,1,4096,6,1,1
2,3,1,4096,7,1,1
2,3,1,4096,8,1,1
2,3,1,4096,9,1,1
2,3,1,4096,10,1,1
2,3,1,4096,11,1,1
2,3,1,4096,12,1,1
2,3,1,4096,13,1,1
2,3,1,4096,14,1,1
2,3,1,4096,15,1,1
2,3,1,4096,16,1,1
2,3,1,4096,17,1,1
2,3,1,4096,18,1,1
2,3,1,4096,19,1,1
2,3,1,4096,20,1,1
2,3,1,4096,21,1,1
2,3,1,4096,22,1,1
2,3,1,4096,23,1,1
2,3,1,4096,24,1,1
2,3,1,4096,25,1,1
2,3,1,4096,26,1,1
2,3,1,4096,27,1,1
2,3,1,4096,28,1,1
2,3,1,4096,29,1,1
2,3,1,4096,30,1,1
2,3,1,4096,31,1,1
2,3,1,4096,32,1,1
2,3,1,4096,33,1,1
2,3,1,4096,34,1,1
2,3,1,4096,35,1,1
2,3,1,4096,36,1,1
2,3,1,4096,37,1,1
2,3,1,4096,38,1,1
2,3,1,4096,39,1,1
2,3,1,4096,40,1,1
2,3,1,4096,41,1,1
2,3,1,4096,42,1,1
2,3,1,4096,43,1,1
2,3,1,4096,44,1,1
2,3,1,4096,45,1,1
2,3,1,4096,46,1,1
2,3,1,4096,47,1,1
2,3,1,4096,48,1,1
2,3,1,4096,49,1,1
2,3,1,4096,50,1,1
2,3,1,4096,51,1,1
2,3,1,4096,52,1,1
2,3,1,4096,53,1,1
2,3,1,4096,54,1,1
2,3,1,4096,55,1,1
2,3,1,4096,56,1,1
2,3,1,4096,57,1,1
2,3,1,4096,58,1,1
2,3,1,4096,59,1,1
2,3,1,4096,60,1,1
2,3,1,4096,61,1,1
2,3,1,4096,62,1,1
2,3,1,4096,63,1,1
2,3,1,4096,64,1,1
2,3,1,4096,65,1,1
2,3,1,4096,66,1,1
2,3,1,4096,67,1,1
2,3,1,4096,68,1,1
2,3,1,4096,69,1,1
2,3,1,4096,70,1,1
2,3,1,4096,71,1,1
2,3,1,4096,72,1,1
2,3,1,4096,73,1,1
2,3,1,4096,74,1,1
2,3,1,4096,75,1,1
2,3,1,4096,76,1,1
2,3,1,4096,77,1,1
2,3,1,4096,78,1,1
2,3,1,4096,79,1,1
2,3,1,4096,80,1,1
2,3,1,4096,81,1,1
2,3,1,4096,82,1,1
2,3,1,4096,83,1,1
2,3,1,4096,84,1,1
2,3,1,4096,85,1,1
2,3,1,4096,86,1,1
2,3,1,4096,87,1,1
2,3,1,4096,88,1,1
2,3,1,4096,89,1,1
2,3,1,4096,90,1,1
2,3,1,4096,91,1,1
2,3,1,4096,92,1,1
2,3,1,4096,93,1,1
2,3,1,4096,94,1,1
2,3,1,4096,95,1,1
2,3,1,4096,96,1,1
2,3,1,4096,97,1,1
2,3,1,4096,98,1,1
2,3,1,4096,99,1,1
2,3,1,4096,100,1,1
2,3,1,4096,101,1,1
2,3,1,4096,102,1,1
2,3,1,4096,103,1,1
2,3,1,4096,104,1,1
2,3,1,4096,105,1,1
2,3,1,4096,106,1,1
2,3,1,4096,107,1,1
2,3,1,4096,108,1,1
2,3,1,4096,109,1,1
2,3,1,4096,110,1,1
2,3,1,4096,111,1,1
2,3,1,4096,112,1,1
2,3,1,4096,113,1,1
2,3,1,4096,114,1,1
2,3,1,4096,115,1,1
2,3,1,4096,116,1,1
2,3,1,4096,117,1,1
2,3,1,4096,118,1,1
2,3,1,4096,119,1,1
2,3,1,4096,120,1,1
2,3,1,4096,121,1,1
2,3,1,4096,122,1,1
2,3,1,4096,123,1,1
2,3,1,4096,124,1,1
2,3,1,4096,125,1,1
2,3,1,4096,126,1,1
2,3,1,4096,127,1,1
2,3,1,4096,128,1,1
2,3,1,4096,129,1,1
2,3,1,4096,130,1,1
2,3,1,4096,131,1,1
2,3,1,4096,132,1,1
2,3,1,4096,133,1,1
2,3,1,4096,134,1,1
2,3,1,4096,135,1,1
2,3,1,4096,136,1,1
2,3,1,4096,137,1,1
2,3,1,4096,138,1,1
2,3,1,4096,139,1,1
2,3,1,4096,140,1,1
2,3,1,4096,141,1,1
2,3,1,4096,142,1,1
2,3,1,4096,143,1,1
2,3,1,4096,144,1,1
2,3,1,4096,145,1,1
2,3,1,4096,146,1,1
2,3,1,4096,147,1,1
2,3,1,4096,148,1,1
2,3,1,4096,149,1,1
2,3,1,4096,150,1,1
2,3,1,4096,151,1,1
2,3,1,4096,152,1,1
2,3,1,4096,153,1,1
2,3,1,4096,154,1,1
2,3,1,4096,155,1,1
2,3,1,4096,156,1,1
2,3,1,4096,157,1,1
2,3,1,4096,158,1,1
2,3,1,4096,159,1,1
2,3,1,4096,160,1,1
2,3,1,4096,161,1,1
2,3,1,4096,162,1,1
2,3,1,4096,163,1,1
2,3,1,4096,164,1,1
2,3,1,4096,165,1,1
2,3,1,4096,166,1,1
2,3,1,4096,167,1,1
2,3,1,4096,168,1,1
2,3,1,4096,169,1,1
2,3,1,4096,170,1,1
2,3,1,4096,171,1,1
2,3,1,4096,172,1,1
2,3,1,4096,173,1,1
2,3,1,4096,174,1,1
2,3,1,4096,175,1,1
2,3,1,4096,176,1,1
2,3,1,4096,177,1,1
2,3,1,4096,178,1,1
2,3,1,4096,179,1,1
2,3,1,4096,180,1,1
2,3,1,4096,181,1,1
2,3,1,4096,182,1,1
2,3,1,4096,183,1,1
2,3,1,4096,184,1,1
2,3,1,4096,185,1,1
2,3,1,4096,186,1,1
2,3,1,4096,187,1,1
2,3,1,4096,188,1,1
2,3,1,4096,189,1,1
2,3,1,4096,190,1,1
2,3,1,4096,191,1,1
2,3,1,4096,192,1,1
2,3,1,4096,193,1,1
2,3,1,4096,194,1,1
2,3,1,4096,195,1,1
2,3,1,4096,196,1,1
2,3,1,4096,197,1,1
2,3,1,4096,198,1,1
2,3,1,4096,199,1,1
2,3,1,8192,0,1,1
2,3,1,8192,1,1,1
2,3,1,8192,2,1,1
2,3,1,8192,3,1,1
2,3,1,8192,4,1,1
2,3,1,8192,5,1,1
2,3,1,8192,6,1,1
2,3,1,8192,7,1,1
2,3,1,8192,8,1,1
2,3,1,8192,9,1,1
2,3,1,8192,10,1,1
2,3,1,8192,11,1,1
2,3,1,8192,12,1,1
2,3,1,8192,13,1,1
2,3,1,8192,14,1,1
2,3,1,8192,15,1,1
2,3,1,8192,16,1,1
2,3,1,8192,17,1,1
2,3,1,8192,18,1,1
2,3,1,8192,19,1,1
2,3,1,8192,20,1,1
2,3,1,8192,21,1,1
2,3,1,8192,22,1,1
2,3,1,8192,23,1,1
2,3,1,8192,24,1,1
2,3,1,8192,25,1,1
2,3,1,8192,26,1,1
2,3,1,8192,27,1,1
2,3,1,8192,28,1,1
2,3,1,8192,29,1,1
2,3,1,8192,30,1,1
2,3,1,8192,31,1,1
2,3,1,8192,32,1,1
2,3,1,8192,33,1,1
2,3,1,8192,34,1,1
2,3,1,8192,35,1,1
2,3,1,8192,36,1,1
2,3,1,8192,37,1,1
2,3,1,8192,38,1,1
2,3,1,8192,39,1,1
2,3,1,8192,40,1,1
2,3,1,8192,41,1,1
2,3,1,8192,42,1,1
2,3,1,8192,43,1,1
2,3,1,8192,44,1,1
2,3,1,8192,45,1,1
2,3,1,8192,46,1,1
2,3,1,8192,47,1,1
2,3,1,8192,48,1,1
2,3,1,8192,49,1,1
2,3,1,8192,50,1,1
2,3,1,8192,51,1,1
2,3,1,8192,52,1,1
2,3,1,8192,53,1,1
2,3,1,8192,54,1,1
2,3,1,8192,55,1,1
2,3,1,8192,56,1,1
2,3,1,8192,57,1,1
2,3,1,8192,58,1,1
2,3,1,8192,59,1,1
2,3,1,8192,60,1,1
2,3,1,8192,61,1,1
2,3,1,8192,62,1,1
2,3,1,8192,63,1,1
2,3,1,8192,64,1,1
2,3,1,8192,65,1,1
2,3,1,8192,66,1,1
2,3,1,8192,67,1,1
2,3,1,8192,68,1,1
2,3,1,8192,69,1,1
2,3,1,8192,70,1,1
2,3,1,8192,71,1,1
2,3,1,8192,72,1,1
2,3,1,8192,73,1,1
2,3,1,8192,74,1,1
2,3,1,8192,75,1,1
2,3,1,8192,76,1,1
2,3,1,8192,77,1,1
2,3,1,8192,78,1,1
2,3,1,8192,79,1,1
2,3,1,8192,80,1,1
2,3,1,8192,81,1,1
2,3,1,8192,82,1,1
2,3,1,8192,83,1,1
2,3,1,8192,84,1,1
2,3,1,8192,85,1,1
2,3,1,8192,86,1,1
2,3,1,8192,87,1,1
2,3,1,8192,88,1,1
2,3,1,8192,89,1,1
2,3,1,8192,90,1,1
2,3,1,8192,91,1,1
2,3,1,8192,92,1,1
2,3,1,8192,93,1,1
2,3,1,8192,94,1,1
2,3,1,8192,95,1,1
2,3,1,8192,96,1,1
2,3,1,8192,97,1,1
2,3,1,8192,98,1,1
2,3,1,8192,99,1,1
2,3,1,8192,100,1,1
2,3,1,8192,101,1,1
2,3,1,8192,102,1,1
2,3,1,8192,103,1,1
2,3,1,8192,104,1,1
2,3,1,8192,105,1,1
2,3,1,8192,106,1,1
2,3,1,8192,107,1,1
2,3,1,8192,108,1,1
2,3,1,8192,109,1,1
2,3,1,8192,110,1,1
2,3,1,8192,111,1,1
2,3,1,8192,112,1,1
2,3,1,8192,113,1,1
2,3,1,8192,114,1,1
2,3,1,8192,115,1,1
2,3,1,8192,116,1,1
2,3,1,8192,117,1,1
2,3,1,8192,118,1,1
2,3,1,8192,119,1,1
2,3,1,8192,120,1,1
2,3,1,8192,121,1,1
2,3,1,8192,122,1,1
2,3,1,8192,123,1,1
2,3,1,8192,124,1,1
2,3,1,8192,125,1,1
2,3,1,8192,126,1,1
2,3,1,8192,127,1,1
2,3,1,8192,128,1,1
2,3,1,8192,129,1,1
2,3,1,8192,130,1,1
2,3,1,8192,131,1,1
2,3,1,8192,132,1,1
2,3,1,8192,133,1,1
2,3,1,8192,134,1,1
2,3,1,8192,135,1,1
2,3,1,8192,136,1,1
2,3,1,8192,137,1,1
2,3,1,8192,138,1,1
2,3,1,8192,139,1,1
2,3,1,8192,140,1,1
2,3,1,8192,141,1,1
2,3,1,8192,142,1,1
2,3,1,8192,143,1,1
2,3,1,8192,144,1,1
2,3,1,8192,145,1,1
2,3,1,8192,146,1,1
2,3,1,8192,147,1,1
2,3,1,8192,148,1,1
2,3,1,8192,149,1,1
2,3,1,8192,150,1,1
2,3,1,8192,151,1,1
2,3,1,8192,152,1,1
2,3,1,8192,153,1,1
2,3,1,8192,154,1,1
2,3,1,8192,155,1,1
2,3,1,8192,156,1,1
2,3,1,8192,157,1,1
2,3,1,8192,158,1,1
2,3,1,8192,159,1,1
2,3,1,8192,160,1,1
2,3,1,8192,161,1,1
2,3,1,8192,162,1,1
2,3,1,8192,163,1,1
2,3,1,8192,164,1,1
2,3,1,8192,165,1,1
2,3,1,8192,166,1,1
2,3,1,8192,167,1,1
2,3,1,8192,168,1,1
2,3,1,8192,169,1,1
2,3,1,8192,170,1,1
2,3,1,8192,171,1,1
2,3,1,8192,172,1,1
2,3,1,8192,173,1,1
2,3,1,8192,174,1,1
2,3,1,8192,175,1,1
2,3,1,8192,176,1,1
2,3,1,8192,177,1,1
2,3,1,8192,178,1,1
2,3,1,8192,179,1,1
2,3,1,8192,180,1,1
2,3,1,8192,181,1,1
2,3,1,8192,182,1,1
2,3,1,8192,183,1,1
2,3,1,8192,184,1,1
2,3,1,8192,185,1,1
2,3,1,8192,186,1,1
2,3,1,8192,187,1,1
2,3,1,8192,188,1,1
2,3,1,8192,189,1,1
2,3,1,8192,190,1,1
2,3,1,8192,191,1,1
2,3,1,8192,192,1,1
2,3,1,8192,193,1,1
2,3,1,8192,194,1,1
2,3,1,8192,195,1,1
2,3,1,8192,196,1,1
2,3,1,8192,197,1,1
2,3,1,8192,198,1,1
2,3,1,8192,199,1,1
2,3,2,64,0,1,0
2,3,2,64,1,1,0
2,3,2,64,2,1,1
2,3,2,64,3,1,0
2,3,2,64,4,1,0
2,3,2,64,5,1,0
2,3,2,64,6,1,0
2,3,2,64,7,1,1
2,3,2,64,8,1,1
2,3,2,64,9,1,1
2,3,2,64,10,1,0
2,3,2,64,11,1,1
2,3,2,64,12,1,1
2,3,2,64,13,1,0
2,3,2,64,14,1,0
2,3,2,64,15,1,0
2,3,2,64,16,1,1
2,3,2,64,17,1,1
2,3,2,64,18,1,0
2,3,2,64,19,1,1
2,3,2,64,20,1,0
2,3,2,64,21,1,0
2,3,2,64,22,1,1
2,3,2,64,23,1,0
2,3,2,64,24,1,0
2,3,2,64,25,1,1
2,3,2,64,26,1,1
2,3,2,64,27,1,0
2,3,2,64,28,1,0
2,3,2,64,29,1,0
2,3,2,64,30,1,1
2,3,2,64,31,1,1
2,3,2,64,32,1,0
2,3,2,64,33,1,0
2,3,2,64,34,1,0
2,3,2,64,35,1,0
2,3,2,64,36,1,1
2,3,2,64,37,1,1
2,3,2,64,38,1,0
2,3,2,64,39,1,1
2,3,2,64,40,1,0
2,3,2,64,41,1,0
2,3,2,64,42,1,0
2,3,2,64,43,1,0
2,3,2,64,44,1,0
2,3,2,64,45,1,1
2,3,2,64,46,1,0
2,3,2,64,47,1,0
2,3,2,64,48,1,0
2,3,2,64,49,1,1
2,3,2,64,50,1,1
2,3,2,64,51,1,1
2,3,2,64,52,1,0
2,3,2,64,53,1,1
2,3,2,64,54,1,1
2,3,2,64,55,1,0
2,3,2,64,56,1,1
2,3,2,64,57,1,1
2,3,2,64,58,1,0
2,3,2,64,59,1,0
2,3,2,64,60,1,0
2,3,2,64,61,1,1
2,3,2,64,62,1,1
2,3,2,64,63,1,1
2,3,2,64,64,1,1
2,3,2,64,65,1,0
2,3,2,64,66,1,1
2,3,2,64,67,1,0
2,3,2,64,68,1,0
2,3,2,64,69,1,1
2,3,2,64,70,1,1
2,3,2,64,71,1,0
2,3,2,64,72,1,1
2,3,2,64,73,1,0
2,3,2,64,74,1,0
2,3,2,64,75,1,0
2,3,2,64,76,1,1
2,3,2,64,77,1,0
2,3,2,64,78,1,0
2,3,2,64,79,1,0
2,3,2,64,80,1,1
2,3,2,64,81,1,1
2,3,2,64,82,1,1
2,3,2,64,83,1,1
2,3,2,64,84,1,0
2,3,2,64,85,1,0
2,3,2,64,86,1,1
2,3,2,64,87,1,1
2,3,2,64,88,1,0
2,3,2,64,89,1,0
2,3,2,64,90,1,0
2,3,2,64,91,1,1
2,3,2,64,92,1,0
2,3,2,64,93,1,1
2,3,2,64,94,1,1
2,3,2,64,95,1,0
2,3,2,64,96,1,0
2,3,2,64,97,1,1
2,3,2,64,98,1,0
2,3,2,64,99,1,1
2,3,2,64,100,1,1
2,3,2,64,101,1,1
2,3,2,64,102,1,1
2,3,2,64,103,1,1
2,3,2,64,104,1,1
2,3,2,64,105,1,0
2,3,2,64,106,1,0
2,3,2,64,107,1,0
2,3,2,64,108,1,0
2,3,2,64,109,1,1
2,3,2,64,110,1,1
2,3,2,64,111,1,0
2,3,2,64,112,1,0
2,3,2,64,113,1,0
2,3,2,64,114,1,1
2,3,2,64,115,1,0
2,3,2,64,116,1,1
2,3,2,64,117,1,1
2,3,2,64,118,1,1
2,3,2,64,119,1,0
2,3,2,64,120,1,0
2,3,2,64,121,1,0
2,3,2,64,122,1,0
2,3,2,64,123,1,1
2,3,2,64,124,1,1
2,3,2,64,125,1,0
2,3,2,64,126,1,0
2,3,2,64,127,1,0
2,3,2,64,128,1,0
2,3,2,64,129,1,0
2,3,2,64,130,1,0
2,3,2,64,131,1,0
2,3,2,64,132,1,0
2,3,2,64,133,1,0
2,3,2,64,134,1,0
2,3,2,64,135,1,1
2,3,2,64,136,1,0
2,3,2,64,137,1,0
2,3,2,64,138,1,1
2,3,2,64,139,1,1
2,3,2,64,140,1,0
2,3,2,64,141,1,0
2,3,2,64,142,1,0
2,3,2,64,143,1,1
2,3,2,64,144,1,1
2,3,2,64,145,1,1
2,3,2,64,146,1,1
2,3,2,64,147,1,0
2,3,2,64,148,1,1
2,3,2,64,149,1,1
2,3,2,64,150,1,1
2,3,2,64,151,1,0
2,3,2,64,152,1,0
2,3,2,64,153,1,1
2,3,2,64,154,1,1
2,3,2,64,155,1,1
2,3,2,64,156,1,0
2,3,2,64,157,1,1
2,3,2,64,158,1,0
2,3,2,64,159,1,0
2,3,2,64,160,1,1
2,3,2,64,161,1,0
2,3,2,64,162,1,1
2,3,2,64,163,1,0
2,3,2,64,164,1,1
2,3,2,64,165,1,1
2,3,2,64,166,1,1
2,3,2,64,167,1,0
2,3,2,64,168,1,1
2,3,2,64,169,1,0
2,3,2,64,170,1,1
2,3,2,64,171,1,0
2,3,2,64,172,1,1
2,3,2,64,173,1,0
2,3,2,64,174,1,1
2,3,2,64,175,1,0
2,3,2,64,176,1,0
2,3,2,64,177,1,0
2,3,2,64,178,1,0
2,3,2,64,179,1,1
2,3,2,64,180,1,1
2,3,2,64,181,1,0
2,3,2,64,182,1,0
2,3,2,64,183,1,0
2,3,2,64,184,1,0
2,3,2,64,185,1,1
2,3,2,64,186,1,1
2,3,2,64,187,1,0
2,3,2,64,188,1,0
2,3,2,64,189,1,1
2,3,2,64,190,1,0
2,3,2,64,191,1,1
2,3,2,64,192,1,0
2,3,2,64,193,1,0
2,3,2,64,194,1,0
2,3,2,64,195,1,0
2,3,2,64,196,1,1
2,3,2,64,197,1,0
2,3,2,64,198,1,0
2,3,2,64,199,1,0
2,3,2,128,0,1,0
2,3,2,128,1,1,1
2,3,2,128,2,1,1
2,3,2,128,3,1,1
2,3,2,128,4,1,1
2,3,2,128,5,1,1
2,3,2,128,6,1,1
2,3,2,128,7,1,1
2,3,2,128,8,1,0
2,3,2,128,9,1,0
2,3,2,128,10,1,0
2,3,2,128,11,1,1
2,3,2,128,12,1,0
2,3,2,128,13,1,0
2,3,2,128,14,1,0
2,3,2,128,15,1,0
2,3,2,128,16,1,0
2,3,2,128,17,1,1
2,3,2,128,18,1,0
2,3,2,128,19,1,0
2,3,2,128,20,1,1
2,3,2,128,21,1,0
2,3,2,128,22,1,1
2,3,2,128,23,1,0
2,3,2,128,24,1,1
2,3,2,128,25,1,1
2,3,2,128,26,1,1
2,3,2,128,27,1,1
2,3,2,128,28,1,1
2,3,2,128,29,1,0
2,3,2,128,30,1,1
2,3,2,128,31,1,0
2,3,2,128,32,1,1
2,3,2,128,33,1,1
2,3,2,128,34,1,0
2,3,2,128,35,1,1
2,3,2,128,36,1,0
2,3,2,128,37,1,1
2,3,2,128,38,1,1
2,3,2,128,39,1,1
2,3,2,128,40,1,1
2,3,2,128,41,1,1
2,3,2,128,42,1,0
2,3,2,128,43,1,1
2,3,2,128,44,1,0
2,3,2,128,45,1,1
2,3,2,128,46,1,1
2,3,2,128,47,1,1
2,3,2,128,48,1,1
2,3,2,128,49,1,0
2,3,2,128,50,1,0
2,3,2,128,51,1,1
2,3,2,128,52,1,0
2,3,2,128,53,1,0
2,3,2,128,54,1,0
2,3,2,128,55,1,1
2,3,2,128,56,1,0
2,3,2,128,57,1,1
2,3,2,128,58,1,0
2,3,2,128,59,1,1
2,3,2,128,60,1,1
2,3,2,128,61,1,0
2,3,2,128,62,1,0
2,3,2,128,63,1,0
2,3,2,128,64,1,0
2,3,2,128,65,1,0
2,3,2,128,66,1,1
2,3,2,128,67,1,0
2,3,2,128,68,1,0
2,3,2,128,69,1,1
2,3,2,128,70,1,1
2,3,2,128,71,1,0
2,3,2,128,72,1,0
2,3,2,128,73,1,1
2,3,2,128,74,1,0
2,3,2,128,75,1,1
2,3,2,128,76,1,1
2,3,2,128,77,1,1
